金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,所在区域
69.8,4室2厅1厨2卫,中楼层 (共31层),143.95,平层,113.73,板塔结合,南,砖混结构,毛坯,两梯三户,有,天元区
42.0,3室2厅1厨1卫,中楼层 (共8层),105.48,平层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
56.0,3室2厅1厨2卫,低楼层 (共32层),104.82,平层,,板塔结合,南,钢混结构,精装,两梯五户,有,天元区
62.7,3室2厅1厨2卫,低楼层 (共32层),104.82,平层,84.27,板塔结合,东南,钢混结构,精装,两梯五户,有,天元区
93.8,4室2厅1厨2卫,高楼层 (共30层),170.15,平层,,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
76.0,3室2厅1厨2卫,中楼层 (共32层),118.0,平层,,,南,未知结构,精装,一梯四户,无,荷塘区
34.0,2室2厅1厨1卫,中楼层 (共15层),74.5,平层,,,南 北,未知结构,精装,一梯五户,无,荷塘区
63.8,4室2厅1厨2卫,中楼层 (共30层),157.15,平层,133.57,板塔结合,南,钢混结构,精装,两梯四户,有,荷塘区
69.8,3室2厅1厨2卫,中楼层 (共17层),129.43,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,荷塘区
85.0,4室2厅1厨2卫,高楼层 (共30层),134.0,平层,,板塔结合,东南,钢混结构,精装,一梯三户,有,天元区
135.0,4室2厅1厨2卫,低楼层 (共6层),160.77,平层,140.44,板塔结合,南,钢混结构,毛坯,一梯两户,无,天元区
50.8,3室2厅1厨2卫,高楼层 (共26层),120.58,平层,,板塔结合,南,框架结构,毛坯,两梯四户,有,石峰区
85.0,4室2厅1厨2卫,中楼层 (共28层),130.4,平层,103.34,,东南 南,钢混结构,精装,两梯三户,有,天元区
72.0,3室1厅1厨2卫,低楼层 (共18层),138.0,平层,,塔楼,南,钢混结构,精装,两梯三户,有,荷塘区
61.0,3室2厅1厨2卫,高楼层 (共23层),117.79,平层,98.0,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
72.8,3室2厅1厨2卫,中楼层 (共32层),97.0,平层,,塔楼,东,钢混结构,精装,两梯四户,有,天元区
28.8,2室2厅1厨1卫,低楼层 (共7层),87.22,平层,75.77,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
89.3,3室2厅1厨2卫,低楼层 (共25层),142.19,平层,,板楼,南,钢混结构,毛坯,两梯两户,有,天元区
48.0,3室2厅1厨1卫,中楼层 (共8层),109.6,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,芦淞区
61.5,4室2厅1厨2卫,中楼层 (共18层),135.25,平层,111.04,板楼,南,钢混结构,精装,一梯四户,无,荷塘区
72.8,3室2厅1厨1卫,低楼层 (共33层),123.94,平层,,塔楼,南,钢混结构,简装,两梯三户,有,天元区
12.8,2室1厅1厨1卫,高楼层 (共7层),57.1,平层,,,南 北,未知结构,简装,一梯两户,无,荷塘区
37.5,3室2厅1厨1卫,中楼层 (共8层),98.76,平层,,,南,未知结构,精装,一梯两户,无,荷塘区
45.0,3室2厅1厨1卫,低楼层 (共6层),116.86,平层,,板楼,东南,砖混结构,精装,一梯两户,无,荷塘区
78.0,3室2厅1厨2卫,高楼层 (共30层),133.24,平层,101.92,塔楼,南,钢混结构,毛坯,两梯两户,有,芦淞区
65.0,3室2厅1厨2卫,高楼层 (共27层),111.52,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
70.0,3室2厅1厨2卫,高楼层 (共34层),115.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,石峰区
63.0,4室1厅1厨1卫,中楼层 (共14层),162.11,平层,,塔楼,东南,钢混结构,毛坯,一梯两户,有,天元区
46.0,3室1厅1厨2卫,高楼层 (共7层),116.74,平层,,塔楼,东,钢混结构,精装,一梯两户,无,芦淞区
53.8,3室2厅1厨1卫,中楼层 (共28层),87.58,平层,70.85,板楼,南,框架结构,精装,两梯三户,有,荷塘区
65.0,3室2厅1厨2卫,低楼层 (共14层),126.52,平层,106.0,板楼,南,砖混结构,精装,两梯三户,有,芦淞区
168.0,5室2厅1厨4卫,中楼层 (共5层),148.0,,,,南,未知结构,毛坯,其他,无,芦淞区
43.8,3室2厅1厨1卫,中楼层 (共7层),90.09,平层,,,南 北,未知结构,精装,一梯两户,无,荷塘区
10.0,2室2厅1厨1卫,高楼层 (共4层),64.08,平层,,板塔结合,南,砖混结构,简装,一梯两户,无,荷塘区
75.0,3室2厅1厨2卫,高楼层 (共32层),126.64,平层,,板楼,东南,钢混结构,毛坯,一梯三户,无,荷塘区
64.8,3室2厅1厨2卫,高楼层 (共18层),139.05,平层,,板塔结合,东南,钢混结构,毛坯,两梯两户,有,天元区
71.6,3室2厅1厨2卫,低楼层 (共6层),129.0,平层,129.0,板楼,南 北,钢混结构,精装,两梯两户,有,天元区
62.3,3室2厅1厨2卫,中楼层 (共15层),128.4,平层,110.0,塔楼,南,钢混结构,精装,一梯四户,有,荷塘区
60.8,4室2厅1厨2卫,中楼层 (共18层),134.0,平层,116.0,板塔结合,南,钢混结构,精装,一梯三户,无,石峰区
32.6,3室2厅1厨2卫,中楼层 (共5层),125.0,平层,,板楼,南,砖混结构,简装,一梯两户,无,荷塘区
46.8,3室2厅1厨2卫,中楼层 (共16层),131.78,平层,,,东南,未知结构,毛坯,两梯三户,有,荷塘区
31.8,2室2厅1厨1卫,中楼层 (共7层),78.12,平层,,,东南,未知结构,简装,一梯一户,无,芦淞区
146.0,4室2厅1厨3卫,高楼层 (共30层),227.0,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,芦淞区
48.8,2室1厅1厨1卫,中楼层 (共23层),91.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,芦淞区
30.8,2室1厅1厨1卫,低楼层 (共29层),54.91,平层,36.12,塔楼,南,钢混结构,精装,四梯三十户,有,荷塘区
19.0,1室1厅1厨1卫,中楼层 (共14层),50.49,平层,50.49,板塔结合,南 北,钢混结构,毛坯,两梯十户,有,芦淞区
39.0,3室2厅1厨2卫,高楼层 (共8层),122.36,平层,104.75,,南,混合结构,简装,一梯两户,无,芦淞区
38.5,3室2厅1厨1卫,低楼层 (共30层),83.63,平层,,板塔结合,东南,钢混结构,毛坯,两梯三户,有,荷塘区
20.0,1室1厅1厨1卫,高楼层 (共32层),39.74,平层,32.52,板楼,东 西,钢混结构,精装,两梯八户,有,石峰区
58.8,3室2厅1厨2卫,高楼层 (共17层),140.14,平层,,板楼,南 北,钢混结构,精装,一梯两户,有,天元区
82.8,3室1厅1厨2卫,低楼层 (共21层),129.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
36.3,2室2厅1厨1卫,低楼层 (共18层),91.07,平层,,塔楼,南,钢混结构,精装,两梯三户,有,荷塘区
53.0,4室2厅1厨2卫,低楼层 (共34层),133.0,平层,130.0,板塔结合,南,钢混结构,毛坯,两梯四户,有,石峰区
60.6,3室2厅1厨2卫,中楼层 (共33层),104.35,平层,,塔楼,南,未知结构,精装,两梯四户,有,石峰区
38.8,3室2厅1厨1卫,中楼层 (共8层),81.96,平层,73.17,板塔结合,东南,框架结构,精装,一梯两户,无,荷塘区
59.8,3室2厅1厨2卫,高楼层 (共33层),100.3,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,天元区
33.8,2室2厅1厨1卫,低楼层 (共29层),54.91,平层,36.12,塔楼,南,钢混结构,精装,四梯三十户,有,荷塘区
66.7,3室2厅1厨2卫,中楼层 (共29层),123.94,平层,,板塔结合,东南,混合结构,精装,两梯三户,有,荷塘区
79.8,6室1厅1厨2卫,高楼层 (共6层),209.0,复式,200.0,塔楼,西南,钢混结构,精装,一梯两户,无,荷塘区
14.5,1室0厅1厨1卫,中楼层 (共29层),21.32,平层,,板楼,东南,钢混结构,精装,四梯二十一户,有,芦淞区
45.0,3室2厅1厨1卫,低楼层 (共33层),88.0,平层,,塔楼,南 北,钢混结构,毛坯,两梯四户,有,石峰区
66.0,4室2厅1厨2卫,低楼层 (共25层),125.0,平层,,,南 北,未知结构,毛坯,一梯三户,无,天元区
8.6,1室1厅1厨1卫,高楼层 (共31层),26.78,平层,26.78,塔楼,南,钢混结构,简装,两梯十七户,有,芦淞区
109.6,3室2厅1厨2卫,低楼层 (共33层),127.84,平层,,板塔结合,南 北,钢混结构,精装,两梯三户,有,天元区
68.0,3室2厅1厨2卫,高楼层 (共18层),139.97,平层,,板楼,南 北,钢混结构,精装,一梯两户,有,芦淞区
25.8,2室1厅1厨1卫,中楼层 (共8层),67.74,平层,65.0,,南,未知结构,简装,一梯两户,无,芦淞区
86.0,3室2厅1厨2卫,中楼层 (共29层),111.47,平层,,,南,钢混结构,精装,两梯四户,有,荷塘区
58.0,3室1厅1厨1卫,中楼层 (共6层),116.0,平层,,板楼,南,钢混结构,精装,一梯两户,无,荷塘区
62.0,3室2厅1厨2卫,低楼层 (共16层),127.0,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
48.5,3室2厅1厨2卫,中楼层 (共7层),130.91,平层,,,东南,框架结构,精装,一梯两户,无,荷塘区
48.0,3室2厅1厨2卫,中楼层 (共8层),127.0,平层,,板楼,东南,钢混结构,毛坯,一梯两户,无,天元区
120.0,4室1厅1厨2卫,低楼层 (共30层),133.0,平层,,板塔结合,南,框架结构,精装,两梯三户,有,天元区
180.0,1室0厅0厨1卫,高楼层 (共28层),218.59,平层,154.74,板塔结合,东,钢混结构,精装,三梯三户,有,天元区
350.0,7室2厅1厨4卫,低楼层 (共2层),160.0,,,,东南,未知结构,精装,其他,无,株洲县
56.0,4室2厅1厨2卫,高楼层 (共7层),146.0,平层,,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
107.0,4室2厅1厨2卫,中楼层 (共33层),128.0,平层,,板塔结合,南,钢混结构,毛坯,两梯三户,有,天元区
36.0,2室2厅1厨1卫,中楼层 (共6层),94.0,平层,87.0,,南,未知结构,精装,一梯两户,无,荷塘区
55.0,3室2厅1厨2卫,高楼层 (共31层),107.28,平层,,,南 北,未知结构,毛坯,一梯四户,无,石峰区
73.8,3室2厅1厨2卫,低楼层 (共17层),141.9,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,天元区
356.0,5室2厅1厨2卫,低楼层 (共3层),280.0,,280.0,,南,钢混结构,毛坯,其他,无,天元区
478.0,6室3厅1厨4卫,低楼层 (共4层),326.13,,,,南 北,未知结构,精装,其他,无,株洲县
101.0,6室3厅1厨3卫,高楼层 (共7层),237.0,复式,208.0,塔楼,南,钢混结构,精装,一梯两户,无,天元区
55.0,4室2厅1厨2卫,高楼层 (共6层),165.11,复式,,板楼,东南,混合结构,精装,一梯两户,无,天元区
238.0,6室2厅1厨3卫,中楼层 (共5层),220.0,,220.0,,东南,钢混结构,精装,其他,无,天元区
43.0,4室2厅1厨2卫,高楼层 (共7层),143.02,复式,130.95,板楼,南,钢混结构,精装,一梯两户,无,天元区
190.0,5室3厅1厨2卫,高楼层 (共30层),200.0,错层,200.0,板塔结合,南,钢混结构,毛坯,两梯四户,有,天元区
320.0,4室2厅1厨3卫,低楼层 (共2层),217.0,复式,,,东南,未知结构,精装,一梯三户,无,株洲县
252.0,1室0厅0厨0卫,低楼层 (共39层),264.8,平层,,板塔结合,南,钢混结构,精装,十二梯六户,有,芦淞区
268.0,5室2厅1厨2卫,低楼层 (共3层),306.0,,300.0,,南 北,钢混结构,精装,其他,无,芦淞区
104.0,5室2厅1厨3卫,高楼层 (共6层),210.0,复式,,塔楼,南,钢混结构,精装,一梯两户,无,荷塘区
358.0,6室2厅1厨3卫,低楼层 (共3层),330.0,,313.0,,南 北,未知结构,精装,其他,无,天元区
120.8,4室2厅1厨2卫,低楼层 (共32层),180.0,平层,,板塔结合,南,框架结构,简装,两梯四户,有,天元区
110.0,4室2厅1厨2卫,低楼层 (共18层),105.0,平层,,,南 北,未知结构,简装,一梯四户,无,荷塘区
478.0,6室3厅2厨3卫,低楼层 (共3层),538.04,,,,南,未知结构,毛坯,其他,无,石峰区
200.0,5室2厅1厨3卫,低楼层 (共3层),368.21,,,,南 北,未知结构,毛坯,其他,无,石峰区
252.0,5室2厅1厨3卫,高楼层 (共5层),205.04,,,,南,钢混结构,精装,其他,无,天元区
73.0,4室2厅1厨2卫,低楼层 (共8层),160.21,平层,,板楼,北 南,砖混结构,简装,一梯两户,无,天元区
260.0,7室3厅1厨3卫,低楼层 (共3层),302.38,,,,南 北,钢混结构,毛坯,其他,无,石峰区
154.0,5室2厅1厨1卫,低楼层 (共15层),198.11,错层,198.11,塔楼,南 北,钢混结构,精装,两梯两户,有,芦淞区
79.8,5室2厅1厨2卫,高楼层 (共6层),192.0,复式,,板楼,南,钢混结构,精装,一梯两户,无,天元区
105.0,5室2厅1厨2卫,高楼层 (共13层),238.0,复式,,板楼,南 北,砖混结构,精装,一梯两户,有,天元区
65.0,4室2厅1厨2卫,中楼层 (共7层),147.61,平层,,板楼,东南,钢混结构,精装,一梯两户,无,天元区
77.8,4室2厅1厨2卫,低楼层 (共13层),138.7,错层,130.0,板楼,东南,钢混结构,精装,一梯四户,有,天元区
55.5,4室2厅1厨2卫,中楼层 (共8层),150.25,平层,140.0,塔楼,东南,砖混结构,精装,一梯两户,无,芦淞区
118.0,4室1厅1厨2卫,低楼层 (共32层),144.16,平层,,板楼,南 西,框架结构,精装,两梯两户,有,荷塘区
88.0,6室1厅1厨4卫,高楼层 (共6层),274.0,复式,,塔楼,南,钢混结构,精装,一梯两户,无,荷塘区
205.0,8室0厅0厨0卫,低楼层 (共6层),137.0,复式,,,南,未知结构,精装,一梯一户,无,天元区
246.0,5室3厅1厨4卫,中楼层 (共4层),255.0,,,,东南,钢混结构,精装,其他,无,天元区
215.0,5室2厅1厨4卫,高楼层 (共32层),312.01,复式,,塔楼,南 北,钢混结构,精装,两梯两户,有,荷塘区
95.0,5室2厅1厨2卫,高楼层 (共7层),166.11,复式,,板楼,东南,钢混结构,精装,一梯两户,无,天元区
62.0,4室2厅1厨2卫,中楼层 (共8层),150.04,平层,,板楼,东南,钢混结构,精装,一梯四户,无,天元区
94.8,4室3厅1厨3卫,高楼层 (共6层),181.01,复式,163.76,板楼,南 北,钢混结构,精装,一梯两户,无,天元区
85.0,4室3厅1厨2卫,高楼层 (共18层),92.06,复式,77.1,塔楼,西 南,钢混结构,精装,两梯二十二户,有,天元区
56.0,4室2厅1厨2卫,高楼层 (共7层),119.74,复式,106.47,板楼,南,框架结构,精装,两梯两户,有,荷塘区
88.0,4室2厅1厨2卫,低楼层 (共18层),154.18,平层,140.0,板塔结合,南,钢混结构,精装,一梯两户,无,荷塘区
76.8,3室2厅1厨2卫,中楼层 (共6层),126.45,平层,,塔楼,南 北,钢混结构,精装,一梯两户,无,荷塘区
78.0,4室2厅1厨2卫,低楼层 (共8层),147.28,平层,,,南,未知结构,简装,一梯两户,无,天元区
86.0,4室2厅1厨2卫,低楼层 (共28层),146.0,平层,,板塔结合,南,框架结构,毛坯,两梯三户,有,荷塘区
111.0,5室2厅1厨2卫,低楼层 (共27层),171.0,平层,,塔楼,南,钢混结构,毛坯,两梯四户,有,天元区
98.8,5室2厅1厨2卫,高楼层 (共19层),193.0,错层,,板塔结合,南,钢混结构,精装,一梯两户,有,天元区
61.8,3室2厅1厨2卫,高楼层 (共15层),130.97,平层,,塔楼,东北,钢混结构,精装,一梯四户,无,荷塘区
67.0,6室3厅1厨3卫,高楼层 (共7层),242.48,复式,,板楼,南,钢混结构,简装,一梯两户,无,天元区
48.8,5室1厅1厨3卫,高楼层 (共7层),134.95,复式,,板楼,南,混合结构,精装,一梯两户,无,天元区
52.0,5室1厅1厨3卫,高楼层 (共7层),170.92,复式,156.56,,南,未知结构,精装,一梯两户,无,石峰区
299.0,5室3厅2厨4卫,低楼层 (共2层),335.9,,,,南,钢混结构,毛坯,其他,无,石峰区
92.0,5室1厅1厨3卫,高楼层 (共14层),212.0,复式,198.0,板楼,南,钢混结构,毛坯,两梯两户,有,荷塘区
55.9,3室2厅1厨2卫,高楼层 (共7层),135.38,复式,,,东南,未知结构,简装,一梯两户,无,荷塘区
188.0,4室2厅1厨2卫,高楼层 (共25层),212.5,复式,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
158.0,6室2厅1厨4卫,高楼层 (共18层),285.71,复式,241.16,板塔结合,东南,钢混结构,精装,两梯三户,有,天元区
268.0,5室2厅1厨2卫,低楼层 (共3层),372.0,,,,南,未知结构,简装,其他,无,芦淞区
100.0,5室2厅1厨2卫,中楼层 (共19层),191.5,错层,,板塔结合,南,钢混结构,精装,一梯两户,有,天元区
92.0,4室2厅1厨2卫,高楼层 (共30层),135.24,平层,,板楼,西南,钢混结构,精装,两梯四户,有,芦淞区
101.8,5室2厅1厨5卫,高楼层 (共17层),190.0,复式,,板塔结合,南,钢混结构,精装,两梯四户,有,天元区
68.0,3室2厅1厨2卫,低楼层 (共30层),116.84,平层,93.88,板塔结合,东南,钢混结构,精装,两梯四户,有,荷塘区
85.0,3室2厅1厨2卫,中楼层 (共15层),156.69,平层,,塔楼,东南 南,框架结构,精装,一梯两户,有,天元区
75.0,5室2厅1厨2卫,高楼层 (共7层),217.72,复式,195.0,,南,砖混结构,精装,一梯两户,无,荷塘区
107.0,6室3厅1厨3卫,低楼层 (共2层),188.19,复式,,,南,未知结构,简装,一梯一户,无,荷塘区
88.0,5室2厅1厨2卫,高楼层 (共13层),275.44,复式,246.83,塔楼,南,砖混结构,精装,两梯四户,有,荷塘区
55.8,4室2厅1厨2卫,高楼层 (共6层),185.04,复式,167.22,塔楼,南,混合结构,毛坯,一梯两户,无,芦淞区
194.5,5室2厅1厨2卫,高楼层 (共30层),283.0,平层,240.51,板塔结合,东南,钢混结构,简装,十梯两户,有,天元区
278.0,5室2厅1厨4卫,低楼层 (共3层),444.44,,,,南 北,未知结构,精装,其他,无,荷塘区
55.8,3室2厅1厨2卫,低楼层 (共18层),129.29,平层,,板楼,南,钢混结构,精装,两梯四户,有,荷塘区
280.0,5室2厅1厨4卫,低楼层 (共2层),325.77,,311.8,,南,未知结构,精装,其他,无,荷塘区
31.0,4室2厅1厨1卫,高楼层 (共6层),96.0,平层,,板楼,南,钢混结构,简装,一梯两户,无,芦淞区
176.0,7室2厅1厨3卫,低楼层 (共3层),257.0,,,,南,未知结构,精装,其他,无,天元区
75.0,4室2厅1厨2卫,中楼层 (共6层),147.0,平层,,板塔结合,南,钢混结构,精装,一梯两户,无,天元区
140.0,6室2厅1厨3卫,高楼层 (共7层),238.53,平层,215.52,板楼,南,混合结构,简装,六梯一户,有,天元区
46.0,2室1厅1厨1卫,低楼层 (共18层),88.78,平层,,塔楼,南 北,钢混结构,精装,四梯三户,有,芦淞区
58.8,4室2厅1厨2卫,高楼层 (共7层),157.77,平层,145.04,,南 北,未知结构,精装,一梯两户,无,荷塘区
268.0,5室3厅1厨3卫,低楼层 (共2层),318.0,,,,东,钢混结构,精装,其他,无,芦淞区
40.0,4室2厅1厨2卫,高楼层 (共6层),145.22,复式,,板楼,南 北,砖混结构,精装,一梯两户,无,芦淞区
39.9,3室1厅1厨1卫,高楼层 (共7层),78.8,平层,72.44,,南,未知结构,精装,一梯四户,无,天元区
136.0,5室2厅1厨3卫,中楼层 (共32层),163.93,复式,,,南,钢混结构,精装,一梯三户,无,芦淞区
80.0,5室2厅1厨4卫,高楼层 (共8层),212.85,复式,,板楼,南,混合结构,精装,一梯两户,无,荷塘区
88.0,3室2厅1厨2卫,中楼层 (共31层),116.95,平层,,板塔结合,南 北,钢混结构,精装,两梯四户,有,天元区
48.8,3室2厅1厨1卫,低楼层 (共32层),87.21,平层,,板塔结合,南,钢混结构,精装,两梯六户,有,荷塘区
74.6,4室2厅1厨2卫,高楼层 (共27层),135.83,平层,,板塔结合,东南,砖混结构,精装,两梯四户,有,荷塘区
50.0,3室1厅1厨2卫,高楼层 (共26层),131.76,平层,,,南,未知结构,其他,一梯四户,无,荷塘区
48.8,4室2厅1厨2卫,低楼层 (共9层),142.16,平层,131.82,板楼,东南,砖混结构,毛坯,一梯两户,无,天元区
108.0,4室2厅1厨2卫,中楼层 (共32层),145.46,平层,,塔楼,南 北,钢混结构,精装,一梯四户,无,天元区
36.0,2室2厅1厨1卫,高楼层 (共18层),88.85,平层,73.13,,南,未知结构,精装,一梯四户,有,石峰区
64.8,3室2厅1厨2卫,低楼层 (共18层),128.03,平层,107.13,,南 北,未知结构,精装,两梯三户,有,荷塘区
