金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
88.0,2室2厅1厨1卫,中楼层 (共26层),75.0,平层,,板塔结合,南,钢混结构,其他,两梯八户,有
79.0,1室1厅1厨1卫,中楼层 (共24层),61.0,平层,,板塔结合,东南,钢混结构,精装,两梯七户,有
80.0,2室2厅1厨1卫,低楼层 (共18层),77.0,平层,,板塔结合,南,钢混结构,简装,两梯六户,有
55.0,2室2厅1厨1卫,高楼层 (共11层),70.0,平层,,塔楼,南 北,钢混结构,简装,一梯六户,有
61.0,1室2厅1厨1卫,低楼层 (共18层),61.0,平层,,塔楼,南,钢混结构,精装,一梯六户,无
62.0,1室1厅1厨1卫,高楼层 (共11层),67.45,平层,,板塔结合,西北,钢混结构,其他,一梯十二户,无
86.0,2室2厅1厨1卫,低楼层 (共19层),88.39,平层,,,北,未知结构,精装,一梯六户,无
79.0,1室1厅1厨1卫,中楼层 (共24层),61.0,平层,,板塔结合,东南,钢混结构,精装,两梯七户,有
25.0,1室0厅1厨1卫,中楼层 (共19层),36.0,平层,,板塔结合,南,框架结构,简装,一梯八户,无
80.0,2室2厅1厨2卫,低楼层 (共18层),79.49,平层,,板楼,南,钢混结构,其他,两梯六户,有
77.0,1室1厅1厨1卫,低楼层 (共26层),58.0,平层,,板楼,南,钢混结构,精装,两梯七户,有
95.0,2室2厅1厨1卫,中楼层 (共14层),76.14,平层,,板楼,南,钢混结构,精装,一梯六户,无
70.0,2室1厅1厨1卫,低楼层 (共18层),64.29,平层,,,北,钢混结构,其他,一梯一户,无
65.0,1室1厅1厨1卫,高楼层 (共22层),63.0,平层,,塔楼,北,钢混结构,精装,一梯七户,无
115.0,3室2厅1厨1卫,中楼层 (共25层),73.14,平层,57.8,板塔结合,东南,钢混结构,其他,一梯七户,无
48.0,1室1厅1厨1卫,高楼层 (共18层),48.56,平层,36.33,板塔结合,南,钢混结构,精装,两梯八户,有
88.0,2室2厅1厨1卫,高楼层 (共18层),91.09,平层,,板楼,东南 西南,未知结构,精装,一梯四户,无
98.0,2室2厅1厨1卫,低楼层 (共30层),86.25,平层,,板塔结合,东南,钢混结构,其他,一梯八户,无
116.0,3室2厅1厨1卫,高楼层 (共23层),116.59,平层,,塔楼,北,钢混结构,其他,两梯四户,有
115.0,3室2厅1厨2卫,低楼层 (共18层),108.74,平层,,板塔结合,南 北,钢混结构,毛坯,一梯六户,无
57.0,1室2厅1厨1卫,中楼层 (共29层),65.89,平层,,板塔结合,东南,钢混结构,简装,四梯八户,有
200.0,4室2厅1厨2卫,中楼层 (共33层),145.0,平层,,塔楼,南,未知结构,其他,一梯四户,无
88.0,2室2厅1厨1卫,高楼层 (共26层),75.56,平层,,板楼,南 北,钢混结构,精装,两梯六户,有
68.0,1室2厅1厨1卫,中楼层 (共33层),60.87,平层,,板塔结合,南 北,钢混结构,精装,两梯六户,有
65.0,1室2厅1厨1卫,低楼层 (共33层),60.87,平层,,板塔结合,南 北,钢混结构,精装,两梯六户,有
90.0,2室1厅1厨1卫,中楼层 (共23层),76.85,平层,62.68,板塔结合,南,钢混结构,其他,六梯六户,有
150.0,3室2厅1厨2卫,高楼层 (共18层),121.21,平层,102.67,板塔结合,南,钢混结构,精装,一梯三户,无
310.0,2室2厅1厨3卫,低楼层 (共2层),175.19,,,,南,钢混结构,其他,其他,无
160.0,4室2厅1厨2卫,高楼层 (共11层),163.7,复式,,板塔结合,南,钢混结构,其他,一梯两户,无
99.0,3室1厅1厨1卫,中楼层 (共24层),90.0,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
75.0,2室1厅1厨1卫,中楼层 (共11层),77.0,平层,,塔楼,东南,未知结构,简装,一梯四户,有
80.0,2室2厅1厨1卫,高楼层 (共31层),74.0,平层,,板楼,北,钢混结构,其他,一梯六户,无
74.0,2室1厅1厨1卫,中楼层 (共31层),74.5,平层,,板楼,北,钢混结构,毛坯,两梯七户,有
200.0,4室2厅1厨2卫,低楼层 (共33层),145.0,平层,,塔楼,南,未知结构,精装,一梯四户,无
270.0,3室3厅1厨2卫,低楼层 (共3层),182.0,复式,,板塔结合,南 北,钢混结构,毛坯,一梯六户,无
80.0,2室2厅1厨1卫,高楼层 (共31层),74.0,平层,,板楼,北,钢混结构,其他,一梯六户,无
74.0,2室1厅1厨1卫,中楼层 (共31层),74.5,平层,,板楼,北,钢混结构,毛坯,两梯七户,有
60.0,2室1厅1厨1卫,低楼层 (共11层),73.85,平层,60.18,板塔结合,西南,钢混结构,精装,一梯十一户,有
180.0,2室2厅1厨3卫,高楼层 (共11层),147.51,平层,120.21,板塔结合,东 南 西,钢混结构,精装,一梯十一户,有
60.0,1室1厅1厨2卫,高楼层 (共18层),56.83,平层,,塔楼,南,钢混结构,精装,两梯六户,有
40.0,1室1厅1厨1卫,低楼层 (共16层),42.67,平层,32.19,板楼,北,钢混结构,精装,两梯十八户,有
570.0,4室2厅1厨3卫,低楼层 (共2层),274.0,,,,南,钢混结构,其他,其他,无
36.0,1室0厅1厨1卫,高楼层 (共11层),43.9,平层,,板塔结合,西南,钢混结构,简装,一梯十一户,无
75.0,2室2厅1厨1卫,中楼层 (共18层),68.55,平层,,,南,钢混结构,简装,一梯六户,无
68.0,2室1厅1厨1卫,高楼层 (共18层),76.0,平层,,板塔结合,北,钢混结构,简装,一梯四户,无
110.0,2室2厅1厨1卫,高楼层 (共30层),93.0,平层,,板塔结合,南 北,钢混结构,精装,一梯八户,无
100.0,3室2厅1厨2卫,低楼层 (共11层),93.35,平层,,板楼,北,钢混结构,精装,一梯四户,有
72.0,2室2厅1厨1卫,高楼层 (共23层),65.71,平层,53.36,板塔结合,北,钢混结构,其他,六梯六户,有
270.0,3室3厅1厨2卫,低楼层 (共3层),182.0,复式,,板塔结合,南 北,钢混结构,毛坯,一梯六户,无
200.0,4室2厅1厨2卫,低楼层 (共33层),145.0,平层,,塔楼,南,未知结构,精装,一梯四户,无
46.0,1室1厅1厨1卫,中楼层 (共25层),63.75,平层,47.88,塔楼,南,钢混结构,精装,两梯十八户,有
82.0,2室2厅1厨1卫,高楼层 (共18层),74.5,平层,,板塔结合,南,钢混结构,其他,一梯六户,无
40.0,1室0厅1厨1卫,低楼层 (共17层),44.0,平层,,板塔结合,北,钢混结构,简装,一梯八户,无
95.0,3室1厅1厨1卫,中楼层 (共22层),93.35,平层,,板塔结合,东南 南,钢混结构,其他,一梯六户,无
165.0,2室2厅1厨1卫,高楼层 (共17层),79.37,平层,,板塔结合,南 北,钢混结构,精装,两梯十五户,有
98.0,2室2厅2厨1卫,低楼层 (共25层),75.0,平层,,板楼,南 北,钢混结构,精装,一梯八户,无
50.0,1室1厅1厨1卫,中楼层 (共9层),44.23,平层,,板塔结合,南,钢混结构,其他,一梯十二户,有
29.8,1室0厅1厨1卫,低楼层 (共9层),43.0,平层,,板塔结合,南,钢混结构,其他,一梯十一户,有
49.0,1室0厅0厨0卫,高楼层 (共33层),49.0,平层,,板塔结合,南,钢混结构,其他,两梯五户,有
40.0,1室0厅1厨1卫,中楼层 (共9层),44.23,平层,,板塔结合,东南,钢混结构,精装,一梯十二户,有
55.0,1室1厅1厨1卫,低楼层 (共18层),59.62,平层,,板塔结合,南,钢混结构,其他,一梯四户,无
145.0,3室2厅1厨1卫,高楼层 (共7层),135.41,平层,,板塔结合,南 北,钢混结构,其他,一梯十一户,无
95.0,3室2厅1厨1卫,高楼层 (共18层),94.0,平层,,,南 北,钢混结构,其他,两梯四户,有
43.0,2室1厅1厨1卫,高楼层 (共17层),76.25,平层,60.07,板塔结合,南,钢混结构,精装,一梯六户,无
412.0,3室3厅1厨3卫,低楼层 (共3层),229.23,,,,南 北,未知结构,毛坯,一梯四户,无
330.0,3室2厅1厨3卫,低楼层 (共3层),183.86,,177.2,板塔结合,南 北,钢混结构,毛坯,一梯八户,无
48.0,2室2厅1厨1卫,低楼层 (共6层),85.23,,,板塔结合,南,钢混结构,简装,一梯两户,无
84.5,3室2厅1厨1卫,低楼层 (共18层),103.0,,87.11,板塔结合,东,钢混结构,精装,一梯五户,无
520.0,5室3厅1厨3卫,低楼层 (共3层),280.0,,213.48,,南 北,钢混结构,精装,一梯十七户,无
480.0,5室2厅1厨3卫,低楼层 (共2层),316.2,,,,南 北,未知结构,其他,一梯十二户,无
1010.0,7室2厅6厨1卫,低楼层 (共2层),369.55,,,,南,钢混结构,简装,其他,无
1100.0,5室2厅1厨4卫,低楼层 (共3层),352.35,,,,南 北,未知结构,简装,其他,无
338.0,4室2厅1厨4卫,低楼层 (共3层),171.3,,165.1,板塔结合,南 北,钢混结构,毛坯,一梯八户,无
950.0,9室3厅2厨4卫,低楼层 (共2层),522.24,,,,南 北,未知结构,其他,其他,无
258.0,4室2厅1厨3卫,低楼层 (共2层),175.52,,175.52,板塔结合,南 北,钢混结构,毛坯,一梯六户,无
90.0,5室2厅2厨1卫,高楼层 (共13层),124.0,,,板塔结合,南 北,钢混结构,其他,一梯六户,无
105.0,2室2厅1厨1卫,低楼层 (共11层),89.0,,,塔楼,西北,钢混结构,其他,一梯六户,无
253.0,5室3厅1厨3卫,低楼层 (共2层),152.4,,,,南 北,钢混结构,简装,其他,无
255.0,3室2厅1厨2卫,低楼层 (共2层),175.0,,,,南,钢混结构,毛坯,其他,无
30.0,1室1厅1厨1卫,中楼层 (共13层),31.01,,,板塔结合,南,钢混结构,精装,一梯八户,无
278.0,4室2厅1厨4卫,低楼层 (共3层),174.67,,170.23,,南 北,钢混结构,简装,其他,无
180.0,5室3厅2厨3卫,低楼层 (共1层),147.59,,,,南,未知结构,精装,一梯两户,无
478.0,5室2厅1厨4卫,低楼层 (共2层),160.0,,,板塔结合,南 北,钢混结构,其他,一梯八户,无
70.0,2室2厅1厨1卫,中楼层 (共18层),59.0,,,板楼,南,钢混结构,精装,两梯八户,有
288.0,3室2厅1厨3卫,低楼层 (共2层),98.0,,,,南 北,未知结构,精装,其他,无
600.0,4室2厅1厨2卫,低楼层 (共3层),183.05,,,,东北,未知结构,毛坯,其他,无
648.0,6室3厅1厨6卫,低楼层 (共2层),267.0,,,板塔结合,南 北,钢混结构,其他,一梯一户,无
7500.0,9室9厅9厨9卫,低楼层 (共5层),3171.3,,,板塔结合,北,钢混结构,简装,一梯一户,无
5800.0,5室0厅0厨5卫,低楼层 (共5层),2775.25,,,,南 北,未知结构,其他,一梯一户,无
300.0,3室2厅1厨3卫,低楼层 (共2层),198.0,,,,南 北,未知结构,毛坯,其他,无
273.0,5室2厅1厨3卫,低楼层 (共2层),150.0,,,板塔结合,南,钢混结构,毛坯,一梯四户,无
427.0,1室2厅1厨2卫,低楼层 (共2层),152.49,,,,东南 南 北,钢混结构,其他,其他,无
755.0,6室2厅2厨4卫,低楼层 (共2层),301.84,,,,南 北,未知结构,精装,其他,无
640.0,5室3厅1厨5卫,低楼层 (共3层),301.0,,,,南 北,未知结构,其他,其他,无
260.0,5室2厅1厨4卫,低楼层 (共2层),173.0,,168.49,板塔结合,南 北,钢混结构,其他,一梯六户,无
335.0,3室2厅1厨3卫,低楼层 (共2层),152.49,,,,南 北,钢混结构,其他,其他,无
615.0,4室3厅1厨3卫,低楼层 (共3层),246.0,,,,南,未知结构,毛坯,其他,无
350.0,4室2厅1厨3卫,低楼层 (共2层),172.5,,,板塔结合,南 北,钢混结构,毛坯,一梯两户,无
2700.0,14室4厅2厨9卫,低楼层 (共2层),540.0,,,,南 北,钢混结构,精装,其他,无
260.0,5室2厅1厨4卫,低楼层 (共2层),173.0,,168.49,板塔结合,南 北,钢混结构,其他,一梯六户,无
480.0,5室4厅1厨4卫,低楼层 (共3层),238.6,,,,南 北,钢混结构,毛坯,其他,无
880.0,5室3厅2厨5卫,低楼层 (共2层),305.2,,,板塔结合,南 北 东 西,钢混结构,其他,一梯一户,无
795.0,5室3厅1厨3卫,低楼层 (共3层),300.0,,,,南 北,钢混结构,其他,其他,无
330.0,3室2厅1厨2卫,低楼层 (共2层),161.0,,,,南 北,钢混结构,其他,其他,无
65.0,2室2厅1厨1卫,低楼层 (共17层),71.07,,,板塔结合,北,钢混结构,精装,两梯八户,有
85.0,3室2厅1厨1卫,低楼层 (共25层),90.39,,,塔楼,东,钢混结构,精装,四梯二十户,有
75.0,2室2厅1厨1卫,高楼层 (共25层),92.1,,,塔楼,南 北,钢混结构,精装,两梯十八户,有
506.0,3室3厅1厨3卫,低楼层 (共2层),214.0,,,板塔结合,南 北,钢混结构,其他,一梯一户,无
33.0,1室1厅1厨1卫,中楼层 (共16层),49.42,,,板楼,东北,钢混结构,精装,两梯十八户,有
75.0,2室2厅1厨1卫,中楼层 (共17层),71.0,,,板塔结合,西北,钢混结构,毛坯,两梯八户,有
159.0,3室2厅1厨2卫,中楼层 (共18层),134.0,,,板楼,北,钢混结构,简装,两梯四户,有
208.0,2室2厅1厨2卫,低楼层 (共2层),208.34,,,板塔结合,西 西北,钢混结构,其他,一梯十八户,无
94.0,2室2厅1厨2卫,低楼层 (共15层),94.9,,,塔楼,东北,钢混结构,其他,一梯六户,无
85.0,2室1厅1厨1卫,高楼层 (共15层),87.5,,,板塔结合,南 北,钢混结构,其他,一梯五户,无
62.0,1室1厅1厨1卫,高楼层 (共18层),59.0,,,板塔结合,南 北,钢混结构,其他,两梯六户,有
65.0,2室2厅1厨1卫,中楼层 (共18层),77.91,,,板塔结合,南 北,钢混结构,其他,一梯四户,无
70.0,2室1厅1厨1卫,中楼层 (共25层),75.0,,,塔楼,南,钢混结构,其他,四梯二十户,有
90.0,2室2厅1厨1卫,高楼层 (共11层),75.0,,,塔楼,南,钢混结构,毛坯,一梯六户,无
100.0,2室2厅1厨1卫,高楼层 (共18层),81.0,,,,西南,钢混结构,简装,一梯四户,无
85.0,2室2厅1厨1卫,中楼层 (共18层),63.0,,,板塔结合,东南,钢混结构,简装,一梯六户,无
83.0,1室2厅1厨1卫,中楼层 (共19层),60.0,,,板楼,南,钢混结构,精装,一梯八户,无
104.0,2室2厅1厨1卫,高楼层 (共18层),80.0,,,,南,未知结构,简装,一梯八户,无
52.0,1室1厅1厨1卫,高楼层 (共33层),51.49,,,板塔结合,东南,钢混结构,精装,两梯五户,有
70.0,2室2厅1厨2卫,中楼层 (共7层),45.43,,,板塔结合,东南,钢混结构,简装,一梯二十户,无
24.0,1室2厅1厨1卫,低楼层 (共16层),39.99,,30.86,板塔结合,南,钢混结构,其他,一梯一户,无
106.0,2室2厅1厨1卫,中楼层 (共18层),88.0,,,板塔结合,南,钢混结构,其他,两梯四户,有
31.0,1室0厅1厨1卫,低楼层 (共12层),39.93,,,板塔结合,东北,钢混结构,简装,一梯六户,无
46.0,1室1厅1厨1卫,中楼层 (共13层),44.0,,,塔楼,南,钢混结构,简装,两梯二十二户,有
40.0,1室0厅0厨1卫,低楼层 (共3层),33.27,,,板塔结合,东,钢混结构,精装,一梯十户,无
41.0,1室0厅0厨0卫,低楼层 (共1层),36.97,,,板塔结合,北,钢混结构,精装,一梯一户,无
7417.5,4室0厅0厨4卫,低楼层 (共4层),6450.0,,,,南,未知结构,精装,一梯一户,无
25.0,1室1厅1厨1卫,低楼层 (共18层),40.56,,,板塔结合,南,钢混结构,其他,一梯八户,无
65.0,2室1厅1厨1卫,低楼层 (共12层),73.45,,57.86,,东 南,未知结构,精装,一梯八户,无
71.0,,低楼层 (共18层),59.8,,,,北,其他,,其他,无
90.0,3室2厅1厨1卫,中楼层 (共15层),106.0,,,板塔结合,南 北,钢混结构,其他,一梯五户,有
117.0,3室2厅1厨2卫,中楼层 (共28层),117.0,,,,南 北,未知结构,其他,一梯四户,无
630.0,4室2厅1厨3卫,低楼层 (共2层),270.0,,,,南 北,未知结构,毛坯,其他,无
43.0,2室2厅1厨1卫,中楼层 (共16层),65.0,,,板塔结合,南,钢混结构,精装,一梯六户,无
85.0,2室2厅1厨1卫,高楼层 (共18层),81.32,平层,,塔楼,南 北,未知结构,其他,一梯六户,无
47.0,1室2厅1厨1卫,中楼层 (共17层),57.61,,,,南,未知结构,其他,一梯四户,无
88.0,2室1厅1厨1卫,高楼层 (共18层),78.32,平层,,板塔结合,南,钢混结构,其他,两梯六户,有
24.0,1室1厅1厨1卫,中楼层 (共13层),35.39,,,板塔结合,西,钢混结构,其他,两梯十八户,有
60.0,1室1厅1厨1卫,高楼层 (共18层),61.0,平层,,塔楼,东南,钢混结构,精装,一梯六户,无
60.0,1室1厅1厨1卫,中楼层 (共18层),58.0,,,板塔结合,南,钢混结构,其他,两梯八户,有
80.0,2室2厅1厨1卫,中楼层 (共20层),76.0,,,板楼,南 北,钢混结构,其他,两梯七户,有
75.0,2室2厅1厨1卫,低楼层 (共18层),67.08,,,板塔结合,北,钢混结构,精装,一梯六户,无
150.0,2室1厅1厨1卫,低楼层 (共9层),100.0,,,板塔结合,南,钢混结构,其他,一梯十户,无
88.0,2室2厅1厨1卫,中楼层 (共17层),75.0,,,板塔结合,南,框架结构,其他,两梯八户,有
65.0,2室2厅1厨1卫,中楼层 (共6层),80.46,,,板楼,东南,钢混结构,精装,三梯二十八户,有
43.0,1室1厅1厨1卫,中楼层 (共11层),53.0,,,板塔结合,东南,钢混结构,简装,一梯十户,无
480.0,5室3厅1厨5卫,低楼层 (共3层),253.17,,253.17,,东 南 西 北,未知结构,其他,其他,无
60.0,2室1厅1厨1卫,中楼层 (共11层),73.0,平层,,板塔结合,北,钢混结构,精装,一梯十户,有
88.0,2室2厅1厨1卫,中楼层 (共25层),73.0,,,板塔结合,东南,钢混结构,其他,一梯七户,无
96.0,3室2厅1厨2卫,高楼层 (共11层),95.66,,,,西南 南,未知结构,其他,一梯一户,无
82.0,2室1厅1厨1卫,高楼层 (共17层),81.23,,,板塔结合,南 西 北,钢混结构,其他,一梯八户,无
480.0,5室3厅1厨5卫,低楼层 (共3层),253.17,,253.17,,东 南 西 北,未知结构,其他,其他,无
60.0,2室1厅1厨1卫,中楼层 (共11层),73.0,平层,,板塔结合,北,钢混结构,精装,一梯十户,有
88.0,2室2厅1厨1卫,中楼层 (共25层),73.0,,,板塔结合,东南,钢混结构,其他,一梯七户,无
60.0,2室2厅1厨1卫,低楼层 (共16层),81.0,,,板楼,东南,钢混结构,精装,两梯十八户,有
85.0,2室2厅1厨1卫,中楼层 (共23层),78.0,,,塔楼,东北,框架结构,毛坯,两梯六户,有
66.0,2室2厅1厨1卫,中楼层 (共18层),73.3,,,板楼,南,钢混结构,精装,两梯四户,有
110.0,2室2厅1厨1卫,高楼层 (共26层),72.57,,,板楼,东南,钢混结构,其他,一梯八户,无
110.0,2室2厅1厨1卫,中楼层 (共16层),71.38,,,板塔结合,南,钢混结构,精装,两梯五户,有
110.0,2室2厅1厨1卫,中楼层 (共30层),91.54,,74.9,板塔结合,南,钢混结构,其他,一梯六户,无
60.0,2室2厅1厨1卫,中楼层 (共25层),70.0,,,塔楼,南 北,钢混结构,精装,两梯十八户,有
65.0,2室2厅1厨1卫,中楼层 (共6层),80.46,,,板楼,东南,钢混结构,精装,三梯二十八户,有
41.0,1室1厅1厨1卫,低楼层 (共26层),51.0,,,板塔结合,南,钢混结构,毛坯,两梯七户,有
34.0,1室1厅1厨1卫,高楼层 (共11层),39.88,,,板塔结合,南,钢混结构,精装,一梯五户,无
65.0,1室0厅1厨1卫,中楼层 (共18层),57.0,,,,北,未知结构,其他,两梯六户,有
88.0,2室2厅1厨1卫,中楼层 (共17层),75.0,,,板塔结合,南,框架结构,其他,两梯八户,有
69.0,2室2厅1厨1卫,高楼层 (共18层),83.48,,,板塔结合,东,钢混结构,精装,两梯四户,有
150.0,2室1厅1厨1卫,低楼层 (共9层),100.0,,,板塔结合,南,钢混结构,其他,一梯十户,无
75.0,2室2厅1厨1卫,低楼层 (共18层),67.08,,,板塔结合,北,钢混结构,精装,一梯六户,无
78.0,2室1厅1厨1卫,高楼层 (共18层),67.0,,,板塔结合,东南,钢混结构,其他,一梯六户,无
62.0,1室1厅1厨1卫,中楼层 (共16层),71.0,,,板塔结合,南,钢混结构,简装,一梯三户,无
120.0,3室1厅1厨2卫,低楼层 (共18层),110.14,,,板塔结合,南,钢混结构,其他,一梯四户,无
75.0,2室2厅1厨1卫,中楼层 (共19层),75.94,,63.87,板楼,南 北,钢混结构,其他,两梯八户,有
55.0,1室2厅1厨1卫,低楼层 (共18层),63.0,,,板塔结合,南,钢混结构,精装,一梯四户,无
59.0,2室2厅1厨1卫,高楼层 (共18层),76.11,,59.92,,南 北,未知结构,简装,一梯七户,无
135.0,2室2厅1厨1卫,低楼层 (共24层),97.0,,,板塔结合,南 北,钢混结构,其他,两梯七户,有
120.0,2室2厅1厨1卫,高楼层 (共24层),80.3,,,板塔结合,南,钢混结构,其他,两梯四户,有
80.0,2室1厅1厨1卫,高楼层 (共18层),72.47,,,板塔结合,南,钢混结构,简装,一梯十一户,无
