,金额,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯
1792,68,1室1厅1厨1卫,高楼层 (共18层),60.97㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯六户,暂无数据
1793,120,3室2厅1厨2卫,中楼层 (共18层),115.85㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,暂无数据
1794,58,1室1厅1厨1卫,低楼层 (共12层),64.2㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
1795,50,1室0厅1厨1卫,高楼层 (共33层),49㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有
1796,68,2室2厅1厨1卫,高楼层 (共18层),73.3㎡,平层,暂无数据,板楼,西南,钢混结构,精装,一梯四户,暂无数据
1797,102,2室1厅1厨1卫,低楼层 (共25层),86㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有
1798,34,1室0厅0厨0卫,中楼层 (共11层),40㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据
1799,83,2室2厅1厨1卫,低楼层 (共11层),76.8㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据
1800,95,2室2厅1厨1卫,高楼层 (共17层),80.74㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,一梯八户,暂无数据
1801,35,1室1厅1厨1卫,高楼层 (共17层),35㎡,平层,暂无数据,塔楼,南,框架结构,其他,两梯六户,有
1802,91,2室1厅1厨1卫,中楼层 (共19层),84.76㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有
1803,34,1室0厅0厨1卫,中楼层 (共11层),40㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,暂无数据
1804,98,2室2厅1厨1卫,高楼层 (共26层),92㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯九户,暂无数据
1805,53,1室1厅1厨1卫,中楼层 (共11层),57.48㎡,平层,暂无数据,板塔结合,北,钢混结构,简装,一梯四户,暂无数据
1806,92,2室2厅1厨1卫,高楼层 (共30层),86㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯八户,暂无数据
1807,51,1室0厅1厨1卫,低楼层 (共15层),47㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯八户,暂无数据
1808,65,2室1厅1厨1卫,中楼层 (共11层),73㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯六户,有
1809,85,2室2厅1厨1卫,中楼层 (共25层),85㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,两梯十三户,有
1810,97,2室2厅1厨1卫,中楼层 (共30层),87.47㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,有
1811,60,1室0厅1厨1卫,中楼层 (共23层),57㎡,平层,暂无数据,塔楼,西 东,钢混结构,其他,三梯二十户,有
1812,94,2室2厅1厨1卫,高楼层 (共18层),86.4㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有
1813,85,2室1厅1厨1卫,低楼层 (共17层),71㎡,平层,暂无数据,板塔结合,北 南,框架结构,精装,两梯八户,有
1814,82,2室2厅1厨1卫,高楼层 (共18层),85.95㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯四户,暂无数据
1815,95,2室2厅1厨1卫,低楼层 (共18层),91.76㎡,平层,暂无数据,板塔结合,东北,钢混结构,精装,一梯六户,暂无数据
1816,40,1室0厅1厨1卫,低楼层 (共18层),41㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1817,70,2室2厅1厨1卫,高楼层 (共18层),85㎡,平层,暂无数据,板楼,西北,钢混结构,精装,一梯四户,暂无数据
1818,95,2室2厅1厨1卫,中楼层 (共30层),88㎡,平层,暂无数据,板塔结合,西北,未知结构,简装,两梯六户,有
1819,65,1室1厅1厨1卫,低楼层 (共18层),60㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,两梯六户,有
1820,129,2室1厅1厨2卫,高楼层 (共18层),105.95㎡,复式,暂无数据,板塔结合,南,钢混结构,毛坯,一梯四户,暂无数据
1821,45,1室1厅1厨1卫,高楼层 (共13层),43.62㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯二十二户,有
1822,85,2室2厅1厨1卫,低楼层 (共18层),85㎡,平层,暂无数据,板塔结合,北 西,钢混结构,简装,两梯五户,有
1823,50,1室0厅1厨1卫,低楼层 (共7层),52.42㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,一梯八户,暂无数据
1824,56,2室2厅1厨1卫,低楼层 (共6层),85㎡,平层,暂无数据,板塔结合,东,钢混结构,毛坯,一梯两户,暂无数据
1825,98,2室1厅1厨1卫,低楼层 (共33层),90.42㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,暂无数据
1826,90,2室2厅1厨1卫,低楼层 (共15层),87㎡,平层,暂无数据,塔楼,南,钢混结构,其他,一梯六户,暂无数据
1827,53,1室1厅1厨1卫,高楼层 (共29层),43.94㎡,平层,25.98㎡,板塔结合,南,钢混结构,精装,四梯八户,有
1828,73,1室2厅1厨1卫,低楼层 (共23层),63.23㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯七户,暂无数据
1829,40,1室1厅1厨1卫,高楼层 (共11层),43.76㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,一梯十二户,暂无数据
1830,95,2室2厅1厨1卫,中楼层 (共14层),80.3㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,两梯六户,有
1831,77,2室2厅1厨1卫,低楼层 (共18层),77㎡,平层,暂无数据,板塔结合,东北,未知结构,精装,一梯六户,暂无数据
1832,68,1室1厅1厨1卫,中楼层 (共22层),65㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1833,88,2室1厅1厨1卫,中楼层 (共18层),79.35㎡,平层,暂无数据,板楼,北,钢混结构,精装,一梯六户,暂无数据
1834,75,2室2厅1厨1卫,中楼层 (共12层),84㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
1835,88,2室1厅1厨2卫,低楼层 (共11层),87.43㎡,平层,暂无数据,板塔结合,东 西,钢混结构,其他,一梯两户,暂无数据
1836,78,2室2厅1厨1卫,低楼层 (共13层),92.7㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1837,90,2室1厅1厨1卫,低楼层 (共18层),78.32㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
1838,45,1室0厅1厨1卫,低楼层 (共17层),45㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯八户,暂无数据
1839,75,1室1厅1厨1卫,低楼层 (共17层),56.12㎡,平层,暂无数据,板塔结合,东北,钢混结构,其他,两梯六户,有
1840,46,1室0厅1厨1卫,中楼层 (共16层),44.09㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯八户,有
1841,38,1室0厅1厨1卫,低楼层 (共12层),45.8㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯十一户,暂无数据
1842,88,2室2厅1厨1卫,中楼层 (共30层),87.47㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1843,79,2室1厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,板塔结合,西,未知结构,其他,两梯六户,有
1844,135,2室2厅1厨1卫,低楼层 (共16层),89.5㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯三户,有
1845,35,1室1厅1厨1卫,高楼层 (共9层),43㎡,平层,暂无数据,板塔结合,西北,钢混结构,毛坯,一梯十一户,暂无数据
1846,53,1室0厅1厨1卫,高楼层 (共17层),48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1847,119,2室2厅1厨1卫,高楼层 (共21层),87㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯四户,暂无数据
1848,41.8,1室1厅1厨1卫,中楼层 (共9层),43.76㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯十二户,暂无数据
1849,86,2室2厅1厨1卫,中楼层 (共18层),79.22㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯六户,有
1850,76,2室2厅1厨1卫,中楼层 (共18层),79.22㎡,平层,暂无数据,板塔结合,北,框架结构,精装,两梯六户,有
1851,66.5,1室2厅1厨1卫,中楼层 (共15层),60.75㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有
1852,27,1室1厅1厨1卫,低楼层 (共5层),15.69㎡,平层,暂无数据,板塔结合,北,砖混结构,其他,一梯七十一户,暂无数据
1853,28,1室1厅1厨1卫,低楼层 (共16层),42.67㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯十八户,有
1854,52,2室1厅1厨1卫,中楼层 (共16层),60㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯七户,暂无数据
1855,44,1室1厅1厨1卫,低楼层 (共29层),43.92㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯八户,有
1856,73.9,2室2厅1厨1卫,中楼层 (共25层),77㎡,平层,暂无数据,板塔结合,南,框架结构,毛坯,两梯六户,有
1857,80,2室2厅1厨1卫,中楼层 (共25层),82.68㎡,平层,暂无数据,板塔结合,南 北,框架结构,其他,一梯六户,暂无数据
1858,35,1室1厅1厨1卫,高楼层 (共9层),43㎡,平层,暂无数据,板塔结合,西北,钢混结构,毛坯,一梯十一户,暂无数据
1859,79,2室1厅1厨1卫,低楼层 (共18层),82㎡,平层,暂无数据,板塔结合,西,未知结构,其他,两梯六户,有
1860,88,2室2厅1厨1卫,中楼层 (共30层),87.47㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,一梯六户,暂无数据
1861,135,2室2厅1厨1卫,低楼层 (共16层),89.5㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,两梯三户,有
1862,53,1室0厅1厨1卫,高楼层 (共17层),48㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1863,45,2室2厅1厨1卫,高楼层 (共6层),85.33㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,暂无数据
1864,70,2室2厅1厨1卫,中楼层 (共11层),70㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯六户,有
1865,90,2室1厅1厨1卫,高楼层 (共18层),81.13㎡,平层,暂无数据,板楼,西,钢混结构,简装,两梯六户,有
1866,88,2室2厅1厨1卫,低楼层 (共26层),80.21㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯七户,有
1867,30,1室0厅1厨1卫,高楼层 (共18层),40.56㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯八户,暂无数据
1868,80,2室1厅1厨1卫,高楼层 (共18层),78.32㎡,平层,暂无数据,板塔结合,东 南,钢混结构,其他,两梯六户,有
1869,75,2室1厅1厨1卫,高楼层 (共18层),68㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有
1870,50,1室1厅1厨1卫,中楼层 (共18层),40.25㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯八户,有
1871,45,1室1厅1厨1卫,低楼层 (共13层),43.62㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯二十二户,有
1872,86,2室2厅1厨1卫,高楼层 (共18层),75㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯三户,暂无数据
1873,72,2室2厅1厨1卫,高楼层 (共15层),65.58㎡,平层,暂无数据,塔楼,东,钢混结构,精装,两梯七户,有
1874,108,2室2厅1厨1卫,高楼层 (共26层),91㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯九户,暂无数据
1875,52,1室1厅1厨1卫,中楼层 (共18层),53.77㎡,平层,暂无数据,板塔结合,北,混合结构,精装,两梯八户,有
1876,60,2室1厅1厨1卫,高楼层 (共30层),61㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,一梯八户,暂无数据
1877,64,1室2厅1厨1卫,低楼层 (共18层),61㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有
1878,76,2室1厅1厨1卫,低楼层 (共18层),77㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,其他,一梯六户,暂无数据
1879,55,1室2厅1厨1卫,高楼层 (共18层),57㎡,暂无数据,暂无数据,暂无数据,东南,钢混结构,其他,两梯六户,有
1880,70,1室1厅1厨1卫,中楼层 (共17层),57.3㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据
1881,58,2室1厅1厨1卫,中楼层 (共25层),70.46㎡,平层,暂无数据,塔楼,南 西,钢混结构,其他,两梯十八户,有
1882,70,2室2厅1厨1卫,中楼层 (共12层),70㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯六户,暂无数据
1883,44,1室0厅1厨1卫,中楼层 (共16层),44㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,两梯八户,有
1884,70,2室2厅1厨1卫,低楼层 (共18层),81.61㎡,平层,暂无数据,板塔结合,北,钢混结构,精装,一梯五户,暂无数据
1885,95,2室2厅1厨1卫,中楼层 (共18层),85㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,两梯六户,有
1886,70,2室2厅1厨1卫,低楼层 (共17层),73㎡,平层,暂无数据,塔楼,西南,框架结构,精装,两梯六户,有
1887,37,1室0厅1厨1卫,低楼层 (共12层),45.82㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯十一户,暂无数据
1888,100,2室1厅1厨1卫,低楼层 (共32层),67.06㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯八户,暂无数据
1889,47,1室1厅1厨1卫,中楼层 (共18层),50㎡,平层,暂无数据,板塔结合,南,未知结构,精装,两梯六户,有
1890,100,2室2厅1厨1卫,低楼层 (共18层),80㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯六户,暂无数据
1891,70,2室2厅1厨1卫,低楼层 (共25层),77.62㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有
1892,53,1室1厅1厨1卫,中楼层 (共18层),52.7㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,暂无数据
1893,55,1室1厅1厨1卫,低楼层 (共33层),49.88㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯五户,有
1894,35.5,1室0厅1厨1卫,低楼层 (共18层),51.51㎡,平层,暂无数据,板塔结合,北,钢混结构,其他,一梯五户,暂无数据
1895,75,2室2厅1厨1卫,中楼层 (共30层),86.51㎡,平层,暂无数据,板塔结合,北,钢混结构,毛坯,一梯八户,暂无数据
1896,97,2室1厅1厨1卫,低楼层 (共18层),81.07㎡,平层,暂无数据,板楼,东南,钢混结构,其他,两梯四户,有
1897,86,2室1厅1厨1卫,中楼层 (共18层),82㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,两梯六户,有
1898,98,2室2厅1厨1卫,中楼层 (共18层),78㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯六户,暂无数据
1899,79,2室2厅1厨1卫,低楼层 (共18层),72㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯十一户,暂无数据
1900,269,3室3厅1厨3卫,低楼层 (共3层),175.56㎡,复式,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯八户,暂无数据
1901,61,2室2厅1厨1卫,高楼层 (共24层),75㎡,平层,暂无数据,板塔结合,西,钢混结构,毛坯,一梯四户,暂无数据
1902,62,1室1厅1厨1卫,高楼层 (共11层),67.45㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯十二户,暂无数据
1903,86,2室2厅1厨1卫,低楼层 (共19层),88.39㎡,平层,暂无数据,暂无数据,北,未知结构,精装,一梯六户,暂无数据
1904,65,1室1厅1厨1卫,低楼层 (共17层),57.31㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,两梯六户,有
1905,25,1室0厅1厨1卫,中楼层 (共19层),36㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯八户,暂无数据
1906,26,1室1厅1厨1卫,中楼层 (共17层),35.03㎡,平层,暂无数据,塔楼,南,框架结构,简装,一梯六户,暂无数据
1907,45,1室1厅1厨1卫,低楼层 (共17层),53.99㎡,平层,53.39㎡,板塔结合,南,钢混结构,精装,一梯七户,暂无数据
1908,75,2室1厅1厨1卫,低楼层 (共18层),70.51㎡,平层,暂无数据,板塔结合,东南 西北,钢混结构,精装,一梯六户,暂无数据
1909,88,2室2厅1厨1卫,中楼层 (共26层),75㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯八户,有
1910,79,1室1厅1厨1卫,中楼层 (共24层),61㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯七户,有
1911,80,2室2厅1厨1卫,低楼层 (共18层),77㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有
1912,55,2室2厅1厨1卫,高楼层 (共11层),70㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯六户,有
1913,61,1室2厅1厨1卫,低楼层 (共18层),61㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯六户,暂无数据
1914,62,1室1厅1厨1卫,高楼层 (共11层),67.45㎡,平层,暂无数据,板塔结合,西北,钢混结构,其他,一梯十二户,暂无数据
1915,86,2室2厅1厨1卫,低楼层 (共19层),88.39㎡,平层,暂无数据,暂无数据,北,未知结构,精装,一梯六户,暂无数据
1916,79,1室1厅1厨1卫,中楼层 (共24层),61㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯七户,有
1917,25,1室0厅1厨1卫,中楼层 (共19层),36㎡,平层,暂无数据,板塔结合,南,框架结构,简装,一梯八户,暂无数据
1918,80,2室2厅1厨2卫,低楼层 (共18层),79.49㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯六户,有
1919,77,1室1厅1厨1卫,低楼层 (共26层),58㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯七户,有
1920,95,2室2厅1厨1卫,中楼层 (共14层),76.14㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯六户,暂无数据
1921,70,2室1厅1厨1卫,低楼层 (共18层),64.29㎡,平层,暂无数据,暂无数据,北,钢混结构,其他,一梯一户,暂无数据
1922,65,1室1厅1厨1卫,高楼层 (共22层),63㎡,平层,暂无数据,塔楼,北,钢混结构,精装,一梯七户,暂无数据
1923,115,3室2厅1厨1卫,中楼层 (共25层),73.14㎡,平层,57.8㎡,板塔结合,东南,钢混结构,其他,一梯七户,暂无数据
1924,48,1室1厅1厨1卫,高楼层 (共18层),48.56㎡,平层,36.33㎡,板塔结合,南,钢混结构,精装,两梯八户,有
1925,88,2室2厅1厨1卫,高楼层 (共18层),91.09㎡,平层,暂无数据,板楼,东南 西南,未知结构,精装,一梯四户,暂无数据
1926,98,2室2厅1厨1卫,低楼层 (共30层),86.25㎡,平层,暂无数据,板塔结合,东南,钢混结构,其他,一梯八户,暂无数据
1927,116,3室2厅1厨1卫,高楼层 (共23层),116.59㎡,平层,暂无数据,塔楼,北,钢混结构,其他,两梯四户,有
1928,115,3室2厅1厨2卫,低楼层 (共18层),108.74㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯六户,暂无数据
1929,57,1室2厅1厨1卫,中楼层 (共29层),65.89㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,四梯八户,有
1930,200,4室2厅1厨2卫,中楼层 (共33层),145㎡,平层,暂无数据,塔楼,南,未知结构,其他,一梯四户,暂无数据
